principal_id	id	name	source_state	classification	legal_form	sector	contact_details_json	ceo_name	business_or_interest	lobbying_interests_prose
11169	WI-principal-11169	Wisconsin Railroad Association	WI				"[{""type"":""address"",""value"":""220 S Hamilton Street\nMadison, WI 53703"",""note"":""""},{""type"":""phone"",""value"":""(608) 512-1280"",""note"":""""},{""type"":""email"",""value"":""pk@thekammergroup.com"",""note"":""""}]"	Peter Kammer	Freight rail transportation	Rail freight transportation, industrial & economic development, grade crossing safety, environmental regulations applicable to rail operations.
11170	WI-principal-11170	Wisconsin BioFuels Association	WI				"[{""type"":""address"",""value"":""2 E Mifflin Street, Suite 804\nMadison, WI 53703"",""note"":""""},{""type"":""phone"",""value"":""(608) 819-0150"",""note"":""""},{""type"":""email"",""value"":""peter@thewelchgroup.org"",""note"":""""},{""type"":""website"",""value"":""http://wibiofuels.org"",""note"":""""}]"	Erik Huschitt	Producers of Ethanol and other biofuels	"Policies and regulations affecting biofuels plant operation
Policies and regulation affecting the sales and distribution of biodiesel, ethanol, distillers grain and other co-products
Policies and regulation affecting corn production"
11171	WI-principal-11171	Wisconsin Biomass Energy Coalition	WI				"[{""type"":""address"",""value"":""2 E Mifflin Street, Suite 804\nMadison, WI 53703"",""note"":""""},{""type"":""phone"",""value"":""(608) 819-0150"",""note"":""""},{""type"":""email"",""value"":""info@thewelchgroup.org"",""note"":""""}]"	Jessica Niekrasz	A statewide organization dedicated to advancing Wisconsin's renewable natural gas industry through advocacy, public-private collaberation, and water stewardship	Advocacy for the renewable natural gas industry and related issues surrounding clean water, renewable fuels, and the agricultural economy
11172	WI-principal-11172	Wisconsin Biomedical Research Coalition	WI				"[{""type"":""address"",""value"":""2 E. Mifflin St, Suite 804\nMadison, WI 53703"",""note"":""""},{""type"":""phone"",""value"":""608-819-0150"",""note"":""""},{""type"":""email"",""value"":""peter@thewelchgroup.org"",""note"":""""}]"		All issues related to biomedical research	All issues related to biomedical research
11173	WI-principal-11173	Wisconsin Corn Growers Association	WI				"[{""type"":""address"",""value"":""672 Johnson St\nWatertown, WI 53094"",""note"":""""},{""type"":""phone"",""value"":""262-372-3289"",""note"":""""},{""type"":""email"",""value"":""brenda@wicorn.org"",""note"":""""},{""type"":""website"",""value"":""http://wicorn.org"",""note"":""""}]"	Brenda Gudex	Membership association for corn farmers.	Address regulatory, tax, and legal issues affecting corn growing, corn and corn product promotion and general agriculture
11174	WI-principal-11174	The Travelers Companies, Inc. and Subsidiaries	WI				"[{""type"":""address"",""value"":""385 Washington Street\nSt. Paul, MN 55102"",""note"":""""},{""type"":""phone"",""value"":""262-825-9137"",""note"":""""},{""type"":""email"",""value"":""jalanis2@travelers.com"",""note"":""""},{""type"":""website"",""value"":""https://www.travelers.com/"",""note"":""""}]"	Alan Schnitzer	Insurance	The Travelers Companies, Inc. and Subsidiaries is monitoring legislation involving insurance and financial services.  This includes, but is not limited to, matters affecting the property and casualty industry, areas dealing with insurance, liability law, and insurance regulation.
11175	WI-principal-11175	Everytown for Gun Safety Action Fund	WI				"[{""type"":""address"",""value"":""P.O. Box 4184\nNew York, NY 10163"",""note"":""""},{""type"":""phone"",""value"":""(646) 324-8250"",""note"":""""},{""type"":""email"",""value"":""lobbyreg@everytown.org"",""note"":""""},{""type"":""website"",""value"":""http://www.everytown.org"",""note"":""""}]"		Public advocacy and education	Issues related to the prevention of gun violence
11177	WI-principal-11177	Everlight Solar	WI				"[{""type"":""address"",""value"":""1155 Clarity St, Suite 203\nVerona, WI 53593"",""note"":""""},{""type"":""phone"",""value"":""6088190150"",""note"":""""},{""type"":""email"",""value"":""peter@thewelchgroup.org"",""note"":""""},{""type"":""website"",""value"":""https://everlightsolar.com/"",""note"":""""}]"	Casey Creech	Rooftop solar and household energy storage	Legislation and regulation related to solar energy, with a specific focus on rooftop solar.
11178	WI-principal-11178	Dental Professionals of Wisconsin	WI				"[{""type"":""address"",""value"":""3520 W. Oklahoma Avenue\nMilwaukee, WI 53215"",""note"":""""},{""type"":""phone"",""value"":""(414) 389-9880"",""note"":""""},{""type"":""email"",""value"":""lcensky@mydentalpro.net"",""note"":""""},{""type"":""website"",""value"":""http://www.mydentalpro.net/"",""note"":""""}]"	Randy Ciepluch	Dental Professionals of Wisconsin is a dental service organization locally owned and managed by local dentists.	The dental delivery model for Medicaid enrollees in Milwaukee, Waukesha, Racine,  Kenosha, Ozaukee, and Washington counties.
11179	WI-principal-11179	Wisconsin Association of Home Inspectors, Inc.	WI				"[{""type"":""address"",""value"":""4590 South Raven Lane\nNew Berlin, WI 53151"",""note"":""""},{""type"":""phone"",""value"":""(414) 299-9766"",""note"":""""},{""type"":""email"",""value"":""julie@wahigroup.com"",""note"":""""},{""type"":""website"",""value"":""http://www.wahigroup.com"",""note"":""""}]"	Julie Arnstein	Home Inspectors	Legislation impacting home inspectors and the home inspection industry
11180	WI-principal-11180	MedServe	WI				"[{""type"":""address"",""value"":""2 E. Mifflin Street, Suite 804\nMadison, WI 53703"",""note"":""""},{""type"":""phone"",""value"":""608-819-0150"",""note"":""""},{""type"":""email"",""value"":""peter@thewelchgroup.org"",""note"":""""},{""type"":""website"",""value"":""https://medserverx.com/"",""note"":""""}]"	Alex Yampolsky	Medical Equipment and Services	Support for strategies and resources to address opioid crisis, drug diversion, and public safety.
11181	WI-principal-11181	Habitat for Humanity of Wisconsin	WI				"[{""type"":""address"",""value"":""601 Schoenhaar Dr A\nWest Bend, WI 53090"",""note"":""""},{""type"":""phone"",""value"":""6087701033"",""note"":""""},{""type"":""email"",""value"":""brooke@sgrwi.com"",""note"":""""},{""type"":""website"",""value"":""https://www.habitatwisconsin.org/"",""note"":""""}]"		Non-profit	Our organization may attempt to influence the following policy areas: housing, workforce development, economic development.
11182	WI-principal-11182	Wisconsin Association of Textile Services	WI				"[{""type"":""address"",""value"":""1800 Diagonal Road, Suite 200\nAlexandria, VA 22314"",""note"":""""},{""type"":""phone"",""value"":""703-519-0029"",""note"":""""},{""type"":""email"",""value"":""kschwalb@trsa.org"",""note"":""""},{""type"":""website"",""value"":""https://wislaundries.com/"",""note"":""""}]"	Kevin Schwalb	Advocate for and promote the interests of the Commercial Linen, Uniform and Facility Services Industry in Wisconsin.	Advocate for and promote the interests of the Commercial Linen, Uniform and Facility Services Industry in Wisconsin. As an industry, we are interested in promoting sensible legislation and regulation in water use and wastewater rules, hauling of soiled textile products, and the use of chemical supplies.
11183	WI-principal-11183	Wisconsin Health Information Organization	WI				"[{""type"":""address"",""value"":""2920 Marketplace Drive, Suite 103\nFitchburg, WI 53719"",""note"":""""},{""type"":""phone"",""value"":""(608) 442-3877"",""note"":""""},{""type"":""email"",""value"":""dana.richardson@whio.org"",""note"":""""},{""type"":""website"",""value"":""http://whio.org"",""note"":""""}]"		WHIO makes high quality, reliable, integrated data  and information available to all stakeholders seeking to transform healthcare.	"1. Legislation and regulatory proposals related to health care providers, health insurance companies and health data organizations. 
2. 2023-2025 State Budget"
11184	WI-principal-11184	Wisconsin Independent Pharmacy Association, Inc.	WI				"[{""type"":""address"",""value"":""2 E Mifflin Street, Suite 804\nMadison, WI 53703"",""note"":""""},{""type"":""phone"",""value"":""608-819-0150"",""note"":""""},{""type"":""email"",""value"":""peter@thewelchgroup.org"",""note"":""""}]"	Paul  Langer	Advocating for the interests of Wisconsin's Independent Pharmacies and the patients they serve.	Issues related to access to care, pharmacy benefits management companies (PBMs), prescription drug pricing, cost transparency, and the affordability of health care to employers and individuals.
11185	WI-principal-11185	Wisconsin Naturopathic Doctors Association	WI				"[{""type"":""address"",""value"":""1832 Charles St.\nDe Pere, WI 54115"",""note"":""""},{""type"":""phone"",""value"":""608-819-0150"",""note"":""""},{""type"":""email"",""value"":""peter@thewelchgroup.org"",""note"":""""},{""type"":""website"",""value"":""https://wisconsin-nd.org/"",""note"":""""}]"	Sara Norris	The WNDA represents doctors who have graduated from medical schools of naturopathy sanctioned by the Dept of Education and we seek to improve the quality  of our patients lives  within our scope of practice as well as working with the newly created DSPS Board to implement rules related to passage of 2022 Act 130.	Anything that might affect the licensed practice of naturopathic doctors as defined in Act 130 and implementation of DSPS rules.
11186	WI-principal-11186	Wisconsin Association of Independent Colleges and Universities	WI				"[{""type"":""address"",""value"":""122 W Washington Ave, Ste 700\nMadison , WI 53703"",""note"":""""},{""type"":""phone"",""value"":""(608) 204-5234"",""note"":""""},{""type"":""email"",""value"":""rebecca.larson@waicu.org"",""note"":""""},{""type"":""website"",""value"":""http://www.waicu.org"",""note"":""""}]"		Representing the 23 private, nonprofit colleges and universities in Wisconsin.	The primary interest of WAICU is in access to quality higher education for all students.  For this reason, our principal governmental focus is on financial aid for students, particularly need-based financial aid.  Regulatory, taxation, and information technology, insofar as they affect students' access to higher education is also a concern.
11187	WI-principal-11187	M3 Insurance Solutions, Inc.	WI				"[{""type"":""address"",""value"":""828 John Nolan Drive\nMadison , WI 53713"",""note"":""""},{""type"":""phone"",""value"":""(800) 272-2443"",""note"":""""},{""type"":""email"",""value"":""Rich.Twietmeyer@m3ins.com"",""note"":""""},{""type"":""website"",""value"":""https://www.m3ins.com "",""note"":""""}]"	Michael  Victorson	All matters affecting the insurance industry in Wisconsin.	Policy surrounding healthcare insurance, healthcare delivery.
11188	WI-principal-11188	AARP	WI				"[{""type"":""address"",""value"":""222 W Washington Ave, Ste 600\nMadison, WI 53703"",""note"":""""},{""type"":""phone"",""value"":""866-448-3611"",""note"":""""},{""type"":""email"",""value"":""compliance_WI_AARP@multistate.us"",""note"":""""},{""type"":""website"",""value"":""http://www.aarp.org/wi"",""note"":""""}]"		General population over 50	Health and Human Services, Housing, Consumer Protection, Public Utilities, Access to Transportation
11189	WI-principal-11189	Dexcom, Inc.	WI				"[{""type"":""address"",""value"":""5375 Mira Sorrento Place\nSan Diego, CA 92121"",""note"":""""},{""type"":""phone"",""value"":""(619) 540-4793"",""note"":""""},{""type"":""email"",""value"":""tommy.wright@stateandfed.com"",""note"":""""},{""type"":""website"",""value"":""https://www.dexcom.com/"",""note"":""""}]"	Kevin Sayer	Develops, manufactures, and distributes continuous glucose monitoring systems for diabetes management	All matters affecting glucose monitoring and diabetes management
