principal_id	bucket	item_id	item_name	item_description	period_label	percent
11140	Legislative Bills/Resolutions	26076	Assembly Bill 670	Relating to: exempting persons engaged in certain contract research services from the sales and use tax. (FE)	2025 July - December	20%
11141	Budget Bill Subjects	1231	Agriculture, Trade, and Consumer Protection: Agriculture Development Services		2025 January - June	60%
11141	Legislative Bills/Resolutions	24855	Senate Bill 154	Relating to: requiring the Department of Health Services to seek any necessary waiver to prohibit the purchase of candy or soft drinks with FoodShare benefits. (FE)	2025 July - December	5%
11141	Legislative Bills/Resolutions	24941	Assembly Bill 180	Relating to: requiring the Department of Health Services to seek any necessary waiver to prohibit the purchase of candy or soft drinks with FoodShare benefits. (FE)	2025 July - December	5%
11141	Topics Not Yet Assigned A Bill Or Rule Number	60320	Funding for Food Banks and Food Pantries		2025 January - June	20%
11141	Topics Not Yet Assigned A Bill Or Rule Number	64547	State Implementation of the Supplemental Nutrition Assistance Program (SNAP)		2025 July - December	70%
11142	Legislative Bills/Resolutions	24797	Assembly Bill 131	Relating to: programs and requirements to address PFAS.	2025 July - December	15%
11142	Legislative Bills/Resolutions	24811	Senate Bill 128	Relating to: programs and requirements to address PFAS.	2025 July - December	15%
11142	Legislative Bills/Resolutions	26153	Senate Bill 702	Relating to: requiring battery stewardship organizations to administer battery collection and recycling programs and providing a penalty. (FE)	2025 July - December	30%
11142	Legislative Bills/Resolutions	26194	Assembly Bill 713	Relating to: requiring battery stewardship organizations to administer battery collection and recycling programs and providing a penalty. (FE)	2025 July - December	30%
11142	Topics Not Yet Assigned A Bill Or Rule Number	60311	Lithium-ion Batteries		2025 January - June	70%
11143	Budget Bill Subjects	1265	Health Services: Departmentwide		2025 January - June	40%
11143	Legislative Bills/Resolutions	24680	Senate Bill 74	Relating to: ratification of the Social Work Licensure Compact. (FE)	2025 January - June	5%
11143	Legislative Bills/Resolutions	24828	Assembly Bill 141	Relating to: provisional social worker certificates and licenses.	2025 January - June	5%
11143	Legislative Bills/Resolutions	24841	Senate Bill 140	Relating to: provisional social worker certificates and licenses.	2025 January - June	5%
11143	Legislative Bills/Resolutions	25290	Senate Bill 324	Relating to: prohibiting conversion therapy.	2025 January - June	5%
11143	Legislative Bills/Resolutions	25290	Senate Bill 324	Relating to: prohibiting conversion therapy.	2025 July - December	10%
11143	Topics Not Yet Assigned A Bill Or Rule Number	57514	conversion therapy		2025 January - June	10%
11143	Topics Not Yet Assigned A Bill Or Rule Number	57514	conversion therapy		2025 July - December	10%
11143	Topics Not Yet Assigned A Bill Or Rule Number	57515	educational reimbursement		2025 January - June	30%
11143	Topics Not Yet Assigned A Bill Or Rule Number	57515	educational reimbursement		2025 July - December	70%
11144	Legislative Bills/Resolutions	24801	Assembly Bill 135	Relating to: the right to repair motor vehicles and providing a penalty. (FE)	2025 January - June	20%
11144	Legislative Bills/Resolutions	24801	Assembly Bill 135	Relating to: the right to repair motor vehicles and providing a penalty. (FE)	2025 July - December	20%
11144	Legislative Bills/Resolutions	24812	Senate Bill 129	Relating to: the right to repair motor vehicles and providing a penalty. (FE)	2025 January - June	20%
11144	Legislative Bills/Resolutions	24812	Senate Bill 129	Relating to: the right to repair motor vehicles and providing a penalty. (FE)	2025 July - December	20%
11144	Legislative Bills/Resolutions	25688	Assembly Bill 473	Relating to: postloss assignment of rights or benefits under property insurance policies to residential contractors and providing a penalty. (FE)	2025 July - December	10%
11144	Topics Not Yet Assigned A Bill Or Rule Number	57516	OCI consumer protection		2025 July - December	10%
11144	Topics Not Yet Assigned A Bill Or Rule Number	57518	labor rates		2025 July - December	10%
11144	Topics Not Yet Assigned A Bill Or Rule Number	57520	Parts and materials charges		2025 January - June	40%
11144	Topics Not Yet Assigned A Bill Or Rule Number	62426	after market parts		2025 January - June	10%
11144	Topics Not Yet Assigned A Bill Or Rule Number	62426	after market parts		2025 July - December	10%
11144	Topics Not Yet Assigned A Bill Or Rule Number	62427	steering of customers		2025 July - December	10%
11144	Topics Not Yet Assigned A Bill Or Rule Number	62821	Right to repair		2025 January - June	10%
11144	Topics Not Yet Assigned A Bill Or Rule Number	62821	Right to repair		2025 July - December	10%
11145	Legislative Bills/Resolutions	24587	Senate Bill 43	Relating to: allowing advanced practice nurse prescribers to pronounce the date, time, and place of a patient’s death for purposes of the preparation of death records.	2025 January - June	10%
11145	Legislative Bills/Resolutions	24612	Assembly Bill 44	Relating to: allowing advanced practice nurse prescribers to pronounce the date, time, and place of a patient’s death for purposes of the preparation of death records.	2025 January - June	10%
11145	Legislative Bills/Resolutions	25223	Senate Bill 288	Relating to: authorized lights for funeral procession vehicles.	2025 January - June	20%
11145	Legislative Bills/Resolutions	25223	Senate Bill 288	Relating to: authorized lights for funeral procession vehicles.	2025 July - December	20%
11145	Topics Not Yet Assigned A Bill Or Rule Number	57521	Matters relating to funeral director licensure requirements.		2025 January - June	5%
11145	Topics Not Yet Assigned A Bill Or Rule Number	57521	Matters relating to funeral director licensure requirements.		2025 July - December	40%
11145	Topics Not Yet Assigned A Bill Or Rule Number	57522	Joint ownership between cemeteries and funeral homes.		2025 January - June	5%
11145	Topics Not Yet Assigned A Bill Or Rule Number	57522	Joint ownership between cemeteries and funeral homes.		2025 July - December	25%
11145	Topics Not Yet Assigned A Bill Or Rule Number	57524	Updating Wisconsin's Electronic Death Reporting System		2025 January - June	5%
11145	Topics Not Yet Assigned A Bill Or Rule Number	57524	Updating Wisconsin's Electronic Death Reporting System		2025 July - December	10%
11145	Topics Not Yet Assigned A Bill Or Rule Number	62708	Allowable Death Pronouncements		2025 January - June	20%
11145	Topics Not Yet Assigned A Bill Or Rule Number	62863	Advance Directives for Final Disposition		2025 January - June	20%
11146	Budget Bill Subjects	1232	Agriculture, Trade, and Consumer Protection: Agricultural Resource Management		2025 January - June	10%
11146	Legislative Bills/Resolutions	25267	Assembly Bill 310	Relating to: creating a nutrient loss reduction grant program. (FE)	2025 January - June	10%
11146	Legislative Bills/Resolutions	25267	Assembly Bill 310	Relating to: creating a nutrient loss reduction grant program. (FE)	2025 July - December	20%
11146	Legislative Bills/Resolutions	25292	Senate Bill 326	Relating to: creating a nutrient loss reduction grant program. (FE)	2025 January - June	10%
11146	Legislative Bills/Resolutions	25292	Senate Bill 326	Relating to: creating a nutrient loss reduction grant program. (FE)	2025 July - December	20%
11146	Legislative Bills/Resolutions	25565	Assembly Bill 439	Relating to: eligibility of a highway for an agricultural roads improvement program grant. (FE)	2025 July - December	5%
11146	Legislative Bills/Resolutions	25614	Senate Bill 443	Relating to: eligibility of a highway for an agricultural roads improvement program grant. (FE)	2025 July - December	5%
11146	Topics Not Yet Assigned A Bill Or Rule Number	60321	Farmer-led Conservation Initiatives		2025 January - June	10%
11146	Topics Not Yet Assigned A Bill Or Rule Number	60321	Farmer-led Conservation Initiatives		2025 July - December	25%
11146	Topics Not Yet Assigned A Bill Or Rule Number	61974	WPDES Permitting for Livestock Farms		2025 January - June	20%
11147	Administrative Rulemaking Proceedings	8537	Gray wolf harvest regulations		2025 January - June	10%
11147	Administrative Rulemaking Proceedings	9733	Animal markets, dealers and truckers		2025 July - December	40%
11147	Budget Bill Subjects	1232	Agriculture, Trade, and Consumer Protection: Agricultural Resource Management		2025 January - June	10%
11147	Budget Bill Subjects	1323	Transportation: Local Transportation Assistance		2025 January - June	10%
11147	Legislative Bills/Resolutions	25673	Senate Bill 501	Relating to: creating a veterinary loan repayment grant program administered by the Higher Educational Aids Board and exempting from taxation amounts received from such a grant program.	2025 July - December	10%
11147	Legislative Bills/Resolutions	25721	Assembly Bill 505	Relating to: creating a veterinary loan repayment grant program administered by the Higher Educational Aids Board and exempting from taxation amounts received from such a grant program.	2025 July - December	10%
11147	Legislative Bills/Resolutions	25808	Assembly Bill 554	Relating to: the sale, service, and labeling of food products containing lab-grown animal cells and providing a penalty. (FE)	2025 July - December	15%
11147	Legislative Bills/Resolutions	25887	Senate Bill 560	Relating to: the sale, service, and labeling of food products containing lab-grown animal cells and providing a penalty. (FE)	2025 July - December	15%
11147	Topics Not Yet Assigned A Bill Or Rule Number	60304	Farmer-led Conservation Initiatives		2025 January - June	10%
11148	Administrative Rulemaking Proceedings	9733	Animal markets, dealers and truckers		2025 July - December	25%
11148	Budget Bill Subjects	1232	Agriculture, Trade, and Consumer Protection: Agricultural Resource Management		2025 January - June	10%
11148	Budget Bill Subjects	1323	Transportation: Local Transportation Assistance		2025 January - June	10%
11148	Legislative Bills/Resolutions	24868	Senate Bill 166	Relating to: consumer data protection and providing a penalty. (FE)	2025 January - June	5%
11148	Legislative Bills/Resolutions	24905	Assembly Bill 172	Relating to: consumer data protection and providing a penalty. (FE)	2025 January - June	5%
11148	Topics Not Yet Assigned A Bill Or Rule Number	60299	Farmer-led Conservation Initiatives		2025 January - June	20%
11148	Topics Not Yet Assigned A Bill Or Rule Number	60299	Farmer-led Conservation Initiatives		2025 July - December	10%
11149	Administrative Rulemaking Proceedings	12491	Swine PRRS and PEDv		2025 January - June	20%
11149	Administrative Rulemaking Proceedings	12491	Swine PRRS and PEDv		2025 July - December	30%
11149	Administrative Rulemaking Proceedings	9733	Animal markets, dealers and truckers		2025 July - December	40%
11149	Budget Bill Subjects	1232	Agriculture, Trade, and Consumer Protection: Agricultural Resource Management		2025 January - June	10%
11149	Budget Bill Subjects	1323	Transportation: Local Transportation Assistance		2025 January - June	15%
11149	Legislative Bills/Resolutions	25808	Assembly Bill 554	Relating to: the sale, service, and labeling of food products containing lab-grown animal cells and providing a penalty. (FE)	2025 July - December	10%
