report_period	filing_id	principal_name	principal_id	lobbyist_name	lobbyist_id	position_kind	bill_label_raw	bill_label_normalized	bill_class	bill_id	bill_title	position_description	num_primary_sponsors	sponsor_lawmaker_id	sponsor_lawmaker_name	sponsor_role	confidence
2025-01-01..2025-04-30	20250603LUPA1424936	Coalition on Homelessness & Housing in Ohio	org-coalition-on-homelessness-housing-in-ohio	Amy Riegel	person-amy-riegel	bill_referenced	SB 28	SB 28	bill	ocd-bill/fd9fefc5-8b7d-4e41-abe5-261dfb075488	Levy a tax on certain high-volume landlords	Levy a tax on certain high-volume landlords	2	ocd-person/df5c391c-65e8-4d61-a9b9-0249ff6eddb7	Nickie J. Antonio	primary	direct
2025-01-01..2025-04-30	20250603LUPA1424936	Coalition on Homelessness & Housing in Ohio	org-coalition-on-homelessness-housing-in-ohio	Amy Riegel	person-amy-riegel	bill_referenced	SB 28	SB 28	bill	ocd-bill/fd9fefc5-8b7d-4e41-abe5-261dfb075488	Levy a tax on certain high-volume landlords	Levy a tax on certain high-volume landlords	2	ocd-person/5a9b2a16-6827-4e00-961a-f3de39538749	Louis W. Blessing, III	primary	direct
2025-01-01..2025-04-30	20250603LUPA1424936	Coalition on Homelessness & Housing in Ohio	org-coalition-on-homelessness-housing-in-ohio	Amy Riegel	person-amy-riegel	bill_referenced	SB 42	SB 42	bill	ocd-bill/92e67e77-bf36-46b4-9eee-d21065bcdeb6	Authorize residential stability zones with property tax exemption	Authorize residential stability zones with property tax exemption	2	ocd-person/ed858ef9-97dc-4be8-97ab-006ea96923ae	Hearcel F. Craig	primary	direct
2025-01-01..2025-04-30	20250603LUPA1424936	Coalition on Homelessness & Housing in Ohio	org-coalition-on-homelessness-housing-in-ohio	Amy Riegel	person-amy-riegel	bill_referenced	SB 42	SB 42	bill	ocd-bill/92e67e77-bf36-46b4-9eee-d21065bcdeb6	Authorize residential stability zones with property tax exemption	Authorize residential stability zones with property tax exemption	2	ocd-person/79af20c0-6eb6-44a2-ba79-9c7e5e10ea04	Michele Reynolds	primary	direct
2025-01-01..2025-04-30	20250611LUPA1425604	Greater Dayton Area Hospital Association	org-greater-dayton-area-hospital-association	Sarah Hackenbracht	person-sarah-hackenbracht	bill_referenced	HB 96	HB 96	bill	ocd-bill/4e02024d-881d-4a05-9191-b218c16ecff4	Make state operating appropriations for FY 2026-27	Make state operating appropriations for FY 2026-27	1	ocd-person/f4e6c51a-89bd-4841-848b-b1097fd3fc9d	Brian Stewart	primary	direct
2025-05-01..2025-08-31	20250903EUPA1427246	Microsoft Corporation	org-microsoft-corporation	Willa J Ebersole	person-willa-j-ebersole	subject_general	Administrative Services	Administrative Services	subject			contracting policy issue related to service offerings	0				subject_only
2025-05-01..2025-08-31	20250903LUPA1426400	Ohio Police & Fire Pension Fund	org-ohio-police-fire-pension-fund	Mary Beth Foley	person-mary-beth-foley	bill_referenced	HB 18	HB 18	bill	ocd-bill/702704c4-4450-4d78-a3a4-6c1edb8d5f57	Enact the Ohio Strategic Cryptocurrency Reserve Act	Enact the Ohio Strategic Cryptocurrency Reserve Act	1	ocd-person/854b6ce3-a4e1-46db-959a-aa286e4e8942	Steve Demetriou	primary	direct
2025-05-01..2025-08-31	20250903LUPA1426400	Ohio Police & Fire Pension Fund	org-ohio-police-fire-pension-fund	Mary Beth Foley	person-mary-beth-foley	bill_referenced	HB 96	HB 96	bill	ocd-bill/4e02024d-881d-4a05-9191-b218c16ecff4	Make state operating appropriations for FY 2026-27	Make state operating appropriations for FY 2026-27	1	ocd-person/f4e6c51a-89bd-4841-848b-b1097fd3fc9d	Brian Stewart	primary	direct
2025-05-01..2025-08-31	20250903LUPA1426400	Ohio Police & Fire Pension Fund	org-ohio-police-fire-pension-fund	Mary Beth Foley	person-mary-beth-foley	bill_referenced	HB 116	HB 116	bill	ocd-bill/84ab6005-9cef-44be-bf2a-502a032d86e0	Enact the Ohio Blockchain Basics Act	Enact the Ohio Blockchain Basics Act	1	ocd-person/854b6ce3-a4e1-46db-959a-aa286e4e8942	Steve Demetriou	primary	direct
2025-05-01..2025-08-31	20250903LUPA1426400	Ohio Police & Fire Pension Fund	org-ohio-police-fire-pension-fund	Mary Beth Foley	person-mary-beth-foley	bill_referenced	HB 280	HB 280	bill	ocd-bill/77563ed3-864a-4578-9535-7e53b9203931	Regards Ohio Police and Fire Pension Fund contributions	Regards Ohio Police and Fire Pension Fund contributions	2	ocd-person/7948afad-ec3c-4e4c-a073-305fb8cd1b21	Thomas Hall	primary	direct
2025-05-01..2025-08-31	20250903LUPA1426400	Ohio Police & Fire Pension Fund	org-ohio-police-fire-pension-fund	Mary Beth Foley	person-mary-beth-foley	bill_referenced	HB 280	HB 280	bill	ocd-bill/77563ed3-864a-4578-9535-7e53b9203931	Regards Ohio Police and Fire Pension Fund contributions	Regards Ohio Police and Fire Pension Fund contributions	2	ocd-person/9ae0194c-0f5b-44c6-b84f-a0ec4d3f3a61	Cindy Abrams	primary	direct
2025-05-01..2025-08-31	20250903LUPA1426400	Ohio Police & Fire Pension Fund	org-ohio-police-fire-pension-fund	Mary Beth Foley	person-mary-beth-foley	bill_referenced	SB 69	SB 69	bill	ocd-bill/73a0b50e-3bef-4802-9b44-ff78cb14cbcd	Reform the state's public retirement system law	Reform the state's public retirement system law	1	ocd-person/2ae62dc8-e902-4a8e-99b7-182477c50bc3	Mark Romanchuk	primary	direct
2025-05-01..2025-08-31	20250903LUPA1426400	Ohio Police & Fire Pension Fund	org-ohio-police-fire-pension-fund	Mary Beth Foley	person-mary-beth-foley	bill_referenced	SB 239	SB 239	bill	ocd-bill/8ae79602-91c5-4ab2-9da3-275685da95d5	Regards contributions to the Ohio Police and Fire Pension Fund	Regards contributions to the Ohio Police and Fire Pension Fund	2	ocd-person/6a1fc3b1-ebfd-47b7-adec-ddcd84d137c9	Al Cutrona	primary	direct
2025-05-01..2025-08-31	20250903LUPA1426400	Ohio Police & Fire Pension Fund	org-ohio-police-fire-pension-fund	Mary Beth Foley	person-mary-beth-foley	bill_referenced	SB 239	SB 239	bill	ocd-bill/8ae79602-91c5-4ab2-9da3-275685da95d5	Regards contributions to the Ohio Police and Fire Pension Fund	Regards contributions to the Ohio Police and Fire Pension Fund	2	ocd-person/c61c8eaf-1de9-419d-a5dc-c96787315578	Andrew O. Brenner	primary	direct
2025-05-01..2025-08-31	20250903LUPA1427604	Motion Picture Association of America	org-motion-picture-association-of-america	Stephen D Dimon, Jr	person-stephen-d-dimon-jr	bill_referenced	HB 96	HB 96	bill	ocd-bill/4e02024d-881d-4a05-9191-b218c16ecff4	Make state operating appropriations for FY 2026-27	Make state operating appropriations for FY 2026-27	1	ocd-person/f4e6c51a-89bd-4841-848b-b1097fd3fc9d	Brian Stewart	primary	direct
2025-05-01..2025-08-31	20250903LUPA1427604	Motion Picture Association of America	org-motion-picture-association-of-america	Stephen D Dimon, Jr	person-stephen-d-dimon-jr	bill_referenced	SB 159	SB 159	bill	ocd-bill/48a47e28-0a06-4ffd-879a-9fa72e25eb29	Regards film and theater production tax credits	Regards film and theater production tax credits	2	ocd-person/c3b1dc5e-4913-4e2f-b2a8-4db5b3faa1bd	Jane M. Timken	primary	direct
2025-05-01..2025-08-31	20250903LUPA1427604	Motion Picture Association of America	org-motion-picture-association-of-america	Stephen D Dimon, Jr	person-stephen-d-dimon-jr	bill_referenced	SB 159	SB 159	bill	ocd-bill/48a47e28-0a06-4ffd-879a-9fa72e25eb29	Regards film and theater production tax credits	Regards film and theater production tax credits	2	ocd-person/a57f6c78-ac58-4f7d-870e-0d8052984cd9	Thomas F. Patton	primary	direct
2025-05-01..2025-08-31	20250903LUPA1427844	ARC Gaming & Technologies	org-arc-gaming-technologies	Nathan Aichele	person-nathan-aichele	bill_referenced	HB 96	HB 96	bill	ocd-bill/4e02024d-881d-4a05-9191-b218c16ecff4	Make state operating appropriations for FY 2026-27	Make state operating appropriations for FY 2026-27	1	ocd-person/f4e6c51a-89bd-4841-848b-b1097fd3fc9d	Brian Stewart	primary	direct
2025-05-01..2025-08-31	20250903LUPA1427844	ARC Gaming & Technologies	org-arc-gaming-technologies	Nathan Aichele	person-nathan-aichele	bill_referenced	HB 298	HB 298	bill	ocd-bill/3455944e-055b-4cc8-98aa-9479f4b6948b	Legalize, tax internet gambling; make other Gambling Law changes	Legalize, tax internet gambling; make other Gambling Law changes	2	ocd-person/e4f9416c-1043-4737-899e-31410e94af1d	Marilyn John	primary	direct
2025-05-01..2025-08-31	20250903LUPA1427844	ARC Gaming & Technologies	org-arc-gaming-technologies	Nathan Aichele	person-nathan-aichele	bill_referenced	HB 298	HB 298	bill	ocd-bill/3455944e-055b-4cc8-98aa-9479f4b6948b	Legalize, tax internet gambling; make other Gambling Law changes	Legalize, tax internet gambling; make other Gambling Law changes	2	ocd-person/f4e6c51a-89bd-4841-848b-b1097fd3fc9d	Brian Stewart	primary	direct
2025-05-01..2025-08-31	20250903LUPA1427844	ARC Gaming & Technologies	org-arc-gaming-technologies	Nathan Aichele	person-nathan-aichele	bill_referenced	HB 344	HB 344	bill	ocd-bill/b9fd6740-9cf8-4baa-80d2-300441aa3d46	Regards electronic instant bingo, lottery terminals; levy a tax	Regards electronic instant bingo, lottery terminals; levy a tax	2	ocd-person/b29aadca-f2da-4f09-8a1d-7aa328768507	Gayle Manning	primary	direct
2025-05-01..2025-08-31	20250903LUPA1427844	ARC Gaming & Technologies	org-arc-gaming-technologies	Nathan Aichele	person-nathan-aichele	bill_referenced	HB 344	HB 344	bill	ocd-bill/b9fd6740-9cf8-4baa-80d2-300441aa3d46	Regards electronic instant bingo, lottery terminals; levy a tax	Regards electronic instant bingo, lottery terminals; levy a tax	2	ocd-person/cc85c295-299f-4de7-bb56-1de3a451951e	Michael D. Dovilla	primary	direct
2025-05-01..2025-08-31	20250903LUPA1427844	ARC Gaming & Technologies	org-arc-gaming-technologies	Nathan Aichele	person-nathan-aichele	bill_referenced	SB 197	SB 197	bill	ocd-bill/a810a5d5-2f1d-4c9b-8648-b95f5284ef54	Legalize, tax internet gambling; make other Gambling Law changes	Legalize, tax internet gambling; make other Gambling Law changes	1	ocd-person/d3508136-3927-461f-a2f0-a85665845ab1	Nathan H. Manning	primary	direct
2025-05-01..2025-08-31	20250904LUPA1428260	HomeTown Ticketing	org-hometown-ticketing	Spencer Gross	person-spencer-gross	bill_referenced	HB 96	HB 96	bill	ocd-bill/4e02024d-881d-4a05-9191-b218c16ecff4	Make state operating appropriations for FY 2026-27	Make state operating appropriations for FY 2026-27	1	ocd-person/f4e6c51a-89bd-4841-848b-b1097fd3fc9d	Brian Stewart	primary	direct
2025-05-01..2025-08-31	20250908LUPA1429064	The Buckeye Ranch Foundation	org-the-buckeye-ranch-foundation	Stephen Nielson	person-stephen-nielson	bill_referenced	HB 96	HB 96	bill	ocd-bill/4e02024d-881d-4a05-9191-b218c16ecff4	Make state operating appropriations for FY 2026-27	Make state operating appropriations for FY 2026-27	1	ocd-person/f4e6c51a-89bd-4841-848b-b1097fd3fc9d	Brian Stewart	primary	direct
2025-05-01..2025-08-31	20250908LUPA1429064	The Buckeye Ranch Foundation	org-the-buckeye-ranch-foundation	Stephen Nielson	person-stephen-nielson	bill_referenced	HB 141	HB 141	bill	ocd-bill/d114d3f2-76e0-43f9-8adc-f607753ae3be	Regards prescribed pediatric extended care centers	Regards prescribed pediatric extended care centers	2	ocd-person/9ae0194c-0f5b-44c6-b84f-a0ec4d3f3a61	Cindy Abrams	primary	direct
2025-05-01..2025-08-31	20250908LUPA1429064	The Buckeye Ranch Foundation	org-the-buckeye-ranch-foundation	Stephen Nielson	person-stephen-nielson	bill_referenced	HB 141	HB 141	bill	ocd-bill/d114d3f2-76e0-43f9-8adc-f607753ae3be	Regards prescribed pediatric extended care centers	Regards prescribed pediatric extended care centers	2	ocd-person/36f320a8-be34-43c2-ac73-ee87fbce6b0c	Rachel B. Baker	primary	direct
2025-05-01..2025-08-31	20250909EUPA1429882	Greater Cleveland Chapter, NECA	org-greater-cleveland-chapter-neca	Aaron M Ockerman	person-aaron-m-ockerman	subject_general	Facilities Construction Commission	Facilities Construction Commission	subject			Conversations regarding prompt pay	0				subject_only
2025-05-01..2025-08-31	20250909LUPA1430446	Ohio Oil and Gas Association	org-ohio-oil-and-gas-association	Jeffrey T DeLeone	person-jeffrey-t-deleone	bill_referenced	HB 1	HB 1	bill	ocd-bill/5d465c11-0107-45e7-a22a-68dd6295898d	Enact Ohio Property Protection Act	Enact Ohio Property Protection Act	2	ocd-person/73e72147-0d40-4478-bbf6-3419f0e00b46	Roy Klopfenstein	primary	direct
2025-05-01..2025-08-31	20250909LUPA1430446	Ohio Oil and Gas Association	org-ohio-oil-and-gas-association	Jeffrey T DeLeone	person-jeffrey-t-deleone	bill_referenced	HB 1	HB 1	bill	ocd-bill/5d465c11-0107-45e7-a22a-68dd6295898d	Enact Ohio Property Protection Act	Enact Ohio Property Protection Act	2	ocd-person/4ed8184a-01ff-4bdc-a06c-cbf8b4c73fd6	Angela N. King	primary	direct
2025-05-01..2025-08-31	20250909LUPA1430446	Ohio Oil and Gas Association	org-ohio-oil-and-gas-association	Jeffrey T DeLeone	person-jeffrey-t-deleone	bill_referenced	HB 71	HB 71	bill	ocd-bill/b2097dc4-1889-42e6-8884-f01a88c47558	Require certain info disclosure for wells drilled in state parks	Require certain info disclosure for wells drilled in state parks	1	ocd-person/993f089c-60bf-418d-9704-fa92e4f01c71	Sean P. Brennan	primary	direct
2025-05-01..2025-08-31	20250909LUPA1430446	Ohio Oil and Gas Association	org-ohio-oil-and-gas-association	Jeffrey T DeLeone	person-jeffrey-t-deleone	bill_referenced	HB 96	HB 96	bill	ocd-bill/4e02024d-881d-4a05-9191-b218c16ecff4	Make state operating appropriations for FY 2026-27	Make state operating appropriations for FY 2026-27	1	ocd-person/f4e6c51a-89bd-4841-848b-b1097fd3fc9d	Brian Stewart	primary	direct
2025-05-01..2025-08-31	20250909LUPA1430446	Ohio Oil and Gas Association	org-ohio-oil-and-gas-association	Jeffrey T DeLeone	person-jeffrey-t-deleone	bill_referenced	HB 142	HB 142	bill	ocd-bill/2a218d8b-b682-4002-b0ed-52048137161f	Regards natural gas company rate plans, property valuation	Regards natural gas company rate plans, property valuation	2	ocd-person/16e469e4-8014-4ba2-8fc4-91804d6ef491	Tex Fischer	primary	direct
2025-05-01..2025-08-31	20250909LUPA1430446	Ohio Oil and Gas Association	org-ohio-oil-and-gas-association	Jeffrey T DeLeone	person-jeffrey-t-deleone	bill_referenced	HB 142	HB 142	bill	ocd-bill/2a218d8b-b682-4002-b0ed-52048137161f	Regards natural gas company rate plans, property valuation	Regards natural gas company rate plans, property valuation	2	ocd-person/cc85c295-299f-4de7-bb56-1de3a451951e	Michael D. Dovilla	primary	direct
2025-05-01..2025-08-31	20250909LUPA1430446	Ohio Oil and Gas Association	org-ohio-oil-and-gas-association	Jeffrey T DeLeone	person-jeffrey-t-deleone	bill_referenced	HB 170	HB 170	bill	ocd-bill/64e09568-b268-4f04-95a0-aa78a46d8884	Establish process to regulate carbon capture, storage technology	Establish process to regulate carbon capture, storage technology	2	ocd-person/cdc9f705-514e-4445-ac17-9aeac8f67e97	Bob Peterson	primary	direct
2025-05-01..2025-08-31	20250909LUPA1430446	Ohio Oil and Gas Association	org-ohio-oil-and-gas-association	Jeffrey T DeLeone	person-jeffrey-t-deleone	bill_referenced	HB 170	HB 170	bill	ocd-bill/64e09568-b268-4f04-95a0-aa78a46d8884	Establish process to regulate carbon capture, storage technology	Establish process to regulate carbon capture, storage technology	2	ocd-person/062b9622-c2fa-4af2-bbea-704f0450dd47	Monica Robb Blasdel	primary	direct
2025-05-01..2025-08-31	20250909LUPA1430446	Ohio Oil and Gas Association	org-ohio-oil-and-gas-association	Jeffrey T DeLeone	person-jeffrey-t-deleone	bill_referenced	HB 227	HB 227	bill	ocd-bill/15a2c24f-d963-44c8-9c8a-a861692d0274	Modify excavation requirements	Modify excavation requirements	2	ocd-person/4af0e8db-ad18-424f-abfa-ce31e37c0b7d	Mark Johnson	primary	direct
2025-05-01..2025-08-31	20250909LUPA1430446	Ohio Oil and Gas Association	org-ohio-oil-and-gas-association	Jeffrey T DeLeone	person-jeffrey-t-deleone	bill_referenced	HB 227	HB 227	bill	ocd-bill/15a2c24f-d963-44c8-9c8a-a861692d0274	Modify excavation requirements	Modify excavation requirements	2	ocd-person/062b9622-c2fa-4af2-bbea-704f0450dd47	Monica Robb Blasdel	primary	direct
2025-05-01..2025-08-31	20250909LUPA1430446	Ohio Oil and Gas Association	org-ohio-oil-and-gas-association	Jeffrey T DeLeone	person-jeffrey-t-deleone	bill_referenced	HB 288	HB 288	bill	ocd-bill/f10f0b0d-a385-478f-b49d-64bde88e7f89	Require construction project owners to timely pay contractors	Require construction project owners to timely pay contractors	2	ocd-person/2481dfc7-d260-49c6-9461-9e6048ed27a2	Bride Rose Sweeney	primary	direct
2025-05-01..2025-08-31	20250909LUPA1430446	Ohio Oil and Gas Association	org-ohio-oil-and-gas-association	Jeffrey T DeLeone	person-jeffrey-t-deleone	bill_referenced	HB 288	HB 288	bill	ocd-bill/f10f0b0d-a385-478f-b49d-64bde88e7f89	Require construction project owners to timely pay contractors	Require construction project owners to timely pay contractors	2	ocd-person/4cece9f3-e252-438b-8255-a2150a4ed599	Bill Roemer	primary	direct
2025-05-01..2025-08-31	20250909LUPA1430446	Ohio Oil and Gas Association	org-ohio-oil-and-gas-association	Jeffrey T DeLeone	person-jeffrey-t-deleone	bill_referenced	SB 88	SB 88	bill	ocd-bill/4cc9b08c-3b2e-4858-bb03-805c84e0fcba	Enact the Ohio Property Protection Act	Enact the Ohio Property Protection Act	1	ocd-person/57300c34-0e2d-4e85-bdce-c4fb8c781541	Terry Johnson	primary	direct
2025-05-01..2025-08-31	20250909LUPA1430446	Ohio Oil and Gas Association	org-ohio-oil-and-gas-association	Jeffrey T DeLeone	person-jeffrey-t-deleone	bill_referenced	SB 103	SB 103	bill	ocd-bill/cffed967-069b-4c2d-8502-35c5a92a1fbb	Allow alternative rate plans for certain natural gas companies	Allow alternative rate plans for certain natural gas companies	1	ocd-person/bb1ae016-cdfe-48aa-8bc5-9e3636e430f3	Shane Wilkin	primary	direct
2025-05-01..2025-08-31	20250909LUPA1430446	Ohio Oil and Gas Association	org-ohio-oil-and-gas-association	Jeffrey T DeLeone	person-jeffrey-t-deleone	bill_referenced	SB 116	SB 116	bill	ocd-bill/762cec2d-800c-4f8e-bd4f-3f49dde71948	Reduce tangible personal property tax for pipe-line companies	Reduce tangible personal property tax for pipe-line companies	1	ocd-person/445d3fc7-d9a5-48d8-8869-f023aa274ae7	George F. Lang	primary	direct
2025-05-01..2025-08-31	20250909LUPA1430446	Ohio Oil and Gas Association	org-ohio-oil-and-gas-association	Jeffrey T DeLeone	person-jeffrey-t-deleone	bill_referenced	SB 132	SB 132	bill	ocd-bill/70ebb0d4-2110-4de4-a7b6-e19e0125f725	Enact the PRESERVE Act	Enact the PRESERVE Act	1	ocd-person/df5c391c-65e8-4d61-a9b9-0249ff6eddb7	Nickie J. Antonio	primary	direct
2025-05-01..2025-08-31	20250909LUPA1430446	Ohio Oil and Gas Association	org-ohio-oil-and-gas-association	Jeffrey T DeLeone	person-jeffrey-t-deleone	bill_referenced	SB 136	SB 136	bill	ocd-bill/c775d71e-ed25-4644-a5d7-1ce0d27e7bac	Establish process to regulate carbon capture, storage technology	Establish process to regulate carbon capture, storage technology	2	ocd-person/eb5ff860-2126-4ac5-8267-9d2d924c3967	Brian M. Chavez	primary	direct
2025-05-01..2025-08-31	20250909LUPA1430446	Ohio Oil and Gas Association	org-ohio-oil-and-gas-association	Jeffrey T DeLeone	person-jeffrey-t-deleone	bill_referenced	SB 136	SB 136	bill	ocd-bill/c775d71e-ed25-4644-a5d7-1ce0d27e7bac	Establish process to regulate carbon capture, storage technology	Establish process to regulate carbon capture, storage technology	2	ocd-person/01a80305-a667-4dda-9676-1e678bddde12	Tim Schaffer	primary	direct
